Question_ID,Question_Text,Subject_Domain,Topic_Subdomain,Bloom_Taxonomy,Exam_Type,Estimated_Duration_Mins,Student_Avg_Score,Pass_Rate,Difficulty_Level
QID_15873,Synthesize Linear Algebra under extreme constraints.,Mathematics,Linear Algebra,Evaluate,Final,17,1.3,26.0,Hard
QID_16463,Evaluate the limitations of Data Structures with mathematical proofs.,Computer Science,Data Structures,Evaluate,Quiz,10,1.8,36.9,Hard
QID_21979,Define Thermodynamics,Physics,Thermodynamics,Remember,Quiz,7,4.4,87.8,Easy
QID_16648,Outline Relativity diagrammatically.,Physics,Relativity,Apply,Midterm,7,3.4,68.1,Medium
QID_14161,Critically analyze Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Midterm,25,1.8,35.6,Hard
QID_21361,Synthesize Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Midterm,28,3.0,59.5,Medium
QID_19470,Hypothesize AI with mathematical proofs.,Computer Science,AI,Evaluate,Quiz,11,2.0,40.4,Hard
QID_16061,Illustrate Optics using an example.,Physics,Optics,Apply,Final,28,2.9,58.7,Medium
QID_20118,Define AI,Computer Science,AI,Remember,Midterm,17,4.2,84.6,Easy
QID_16552,Identify Algorithms in simple terms.,Computer Science,Algorithms,Remember,Final,20,4.5,90.9,Easy
QID_20793,Calculate Probability diagrammatically.,Mathematics,Probability,Apply,Midterm,11,2.7,54.6,Medium
QID_20885,Illustrate Networking using an example.,Computer Science,Networking,Apply,Quiz,11,3.4,68.4,Medium
QID_16292,Explain how Networking for a specific case.,Computer Science,Networking,Apply,Final,8,2.8,56.1,Medium
QID_11017,State AI briefly.,Computer Science,AI,Remember,Final,16,4.5,89.3,Easy
QID_15360,What is Optics in simple terms.,Physics,Optics,Remember,Quiz,25,4.5,89.3,Easy
QID_16604,Define Data Structures,Computer Science,Data Structures,Remember,Quiz,13,4.5,90.0,Easy
QID_18700,Calculate Data Structures for a specific case.,Computer Science,Data Structures,Apply,Quiz,25,2.7,53.4,Medium
QID_11928,Illustrate Mechanics using an example.,Physics,Mechanics,Apply,Quiz,21,2.7,54.3,Medium
QID_10350,Critically analyze Linear Algebra in distributed latency environments.,Mathematics,Linear Algebra,Evaluate,Final,5,1.7,34.8,Hard
QID_19835,Name Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Quiz,26,4.3,85.9,Easy
QID_21483,Derive the formula for Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Final,28,1.5,31.0,Hard
QID_19254,What is Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Final,18,4.0,80.1,Easy
QID_21729,Hypothesize Database with mathematical proofs.,Computer Science,Database,Evaluate,Midterm,6,1.8,36.3,Hard
QID_17748,Calculate Database diagrammatically.,Computer Science,Database,Apply,Midterm,30,3.0,60.1,Medium
QID_16108,List Probability,Mathematics,Probability,Remember,Quiz,21,4.3,86.4,Easy
QID_17654,Illustrate Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Final,28,3.2,63.1,Medium
QID_10564,Hypothesize Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Midterm,5,1.5,30.5,Hard
QID_11582,Hypothesize Database with mathematical proofs.,Computer Science,Database,Evaluate,Final,14,1.5,30.0,Hard
QID_12175,Hypothesize Linear Algebra in distributed latency environments.,Mathematics,Linear Algebra,Evaluate,Midterm,29,1.4,27.7,Hard
QID_17417,Synthesize Thermodynamics considering edge cases.,Physics,Thermodynamics,Evaluate,Final,10,1.6,31.1,Hard
QID_18184,Outline Mechanics in a standard system.,Physics,Mechanics,Apply,Final,23,2.8,55.8,Medium
QID_13933,Define Geometry briefly.,Mathematics,Geometry,Remember,Midterm,21,4.3,86.6,Easy
QID_12707,Outline Linear Algebra in a standard system.,Mathematics,Linear Algebra,Apply,Midterm,15,2.3,45.6,Medium
QID_21617,Illustrate Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Midterm,27,2.8,56.0,Medium
QID_15980,Outline Data Structures for a specific case.,Computer Science,Data Structures,Apply,Final,18,3.2,63.9,Medium
QID_13535,Identify Probability as defined in the textbook.,Mathematics,Probability,Remember,Midterm,9,4.8,95.3,Easy
QID_15613,Calculate Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Midterm,19,2.4,47.8,Medium
QID_18412,Identify Probability briefly.,Mathematics,Probability,Remember,Midterm,30,4.7,94.5,Easy
QID_17107,Describe Relativity in a standard system.,Physics,Relativity,Apply,Quiz,22,2.7,54.3,Medium
QID_13739,Describe Data Structures using an example.,Computer Science,Data Structures,Apply,Midterm,16,2.8,56.8,Medium
QID_19618,Evaluate the limitations of Optics under extreme constraints.,Physics,Optics,Evaluate,Midterm,5,2.7,53.2,Medium
QID_10821,Critically analyze AI in distributed latency environments.,Computer Science,AI,Evaluate,Quiz,24,1.5,30.8,Hard
QID_12063,Derive the formula for Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Quiz,20,1.6,31.9,Hard
QID_21726,Outline Statistics diagrammatically.,Mathematics,Statistics,Apply,Quiz,9,2.6,52.9,Medium
QID_10081,Define Database as defined in the textbook.,Computer Science,Database,Remember,Midterm,14,4.5,90.3,Easy
QID_18039,Illustrate Mechanics diagrammatically.,Physics,Mechanics,Apply,Midterm,20,2.4,49.0,Medium
QID_12697,Define Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Final,28,4.4,88.8,Easy
QID_10831,Outline Optics in a standard system.,Physics,Optics,Apply,Quiz,14,2.7,54.4,Medium
QID_14574,Derive the formula for Networking under extreme constraints.,Computer Science,Networking,Evaluate,Midterm,13,1.1,22.4,Hard
QID_13826,Illustrate Data Structures for a specific case.,Computer Science,Data Structures,Apply,Midterm,13,2.9,58.5,Medium
QID_20368,Critically analyze Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Quiz,11,2.1,42.3,Hard
QID_12833,Identify Relativity as defined in the textbook.,Physics,Relativity,Remember,Midterm,15,4.5,89.6,Easy
QID_18092,Describe Algorithms diagrammatically.,Computer Science,Algorithms,Apply,Midterm,13,3.1,61.7,Medium
QID_21421,Name Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Quiz,23,4.1,81.3,Easy
QID_16663,Synthesize Mechanics with mathematical proofs.,Physics,Mechanics,Evaluate,Final,15,2.0,40.0,Hard
QID_10048,Define Networking in simple terms.,Computer Science,Networking,Remember,Quiz,6,4.5,90.0,Easy
QID_16880,State Algorithms in simple terms.,Computer Science,Algorithms,Remember,Quiz,16,4.3,86.0,Easy
QID_16921,Describe Database diagrammatically.,Computer Science,Database,Apply,Midterm,24,3.2,64.8,Medium
QID_20930,Hypothesize Data Structures under extreme constraints.,Computer Science,Data Structures,Evaluate,Final,22,1.1,21.9,Hard
QID_19402,Critically analyze Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,5,2.6,52.2,Medium
QID_18678,Describe Algorithms using an example.,Computer Science,Algorithms,Apply,Final,29,3.2,64.0,Medium
QID_19244,Derive the formula for Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Quiz,27,1.9,37.8,Hard
QID_14095,Define Mechanics in simple terms.,Physics,Mechanics,Remember,Midterm,5,4.4,88.0,Easy
QID_12689,Define Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Midterm,18,3.9,78.9,Easy
QID_19413,Illustrate Probability for a specific case.,Mathematics,Probability,Apply,Quiz,9,2.8,55.1,Medium
QID_20580,Compare Data Structures using an example.,Computer Science,Data Structures,Apply,Midterm,13,3.0,59.2,Medium
QID_16596,Calculate Calculus for a specific case.,Mathematics,Calculus,Apply,Final,30,3.6,72.4,Medium
QID_12373,Explain how Statistics in a standard system.,Mathematics,Statistics,Apply,Midterm,16,3.0,60.3,Medium
QID_17658,List AI as defined in the textbook.,Computer Science,AI,Remember,Midterm,9,4.1,82.7,Easy
QID_12758,Illustrate Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Midterm,30,3.0,60.2,Medium
QID_21319,Define Networking in simple terms.,Computer Science,Networking,Remember,Final,28,4.6,92.7,Easy
QID_16860,Compare Networking for a specific case.,Computer Science,Networking,Apply,Final,22,3.2,64.7,Medium
QID_15725,Critically analyze Mechanics with mathematical proofs.,Physics,Mechanics,Evaluate,Midterm,25,1.5,30.5,Hard
QID_18879,List Optics briefly.,Physics,Optics,Remember,Final,18,4.0,79.9,Easy
QID_13880,Illustrate Quantum Physics diagrammatically.,Physics,Quantum Physics,Apply,Final,7,3.1,62.1,Medium
QID_18071,Outline AI for a specific case.,Computer Science,AI,Apply,Final,23,2.9,57.1,Medium
QID_19850,Define Quantum Physics,Physics,Quantum Physics,Remember,Final,21,3.6,72.7,Medium
QID_21275,Synthesize Algorithms with mathematical proofs.,Computer Science,Algorithms,Evaluate,Final,30,1.0,20.9,Hard
QID_15499,State Statistics in simple terms.,Mathematics,Statistics,Remember,Midterm,10,4.4,88.3,Easy
QID_21384,Derive the formula for Statistics in distributed latency environments.,Mathematics,Statistics,Evaluate,Quiz,20,1.6,33.0,Hard
QID_13945,What is Calculus,Mathematics,Calculus,Remember,Quiz,21,4.6,92.2,Easy
QID_20264,List Optics,Physics,Optics,Remember,Quiz,24,4.9,97.0,Easy
QID_12164,State Thermodynamics as defined in the textbook.,Physics,Thermodynamics,Remember,Final,17,4.8,95.2,Easy
QID_12886,Compare Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Midterm,16,3.0,60.7,Medium
QID_16821,Name AI briefly.,Computer Science,AI,Remember,Final,14,4.5,90.3,Easy
QID_18900,State Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Midterm,23,4.2,84.8,Easy
QID_10516,What is Quantum Physics,Physics,Quantum Physics,Remember,Final,9,4.1,82.6,Easy
QID_19590,Identify Data Structures,Computer Science,Data Structures,Remember,Final,14,4.7,94.0,Easy
QID_21192,State Linear Algebra,Mathematics,Linear Algebra,Remember,Midterm,6,4.3,86.9,Easy
QID_10172,Identify Mechanics,Physics,Mechanics,Remember,Midterm,12,4.5,89.0,Easy
QID_10639,Compare Mechanics for a specific case.,Physics,Mechanics,Apply,Quiz,14,3.4,68.2,Medium
QID_10747,Synthesize Statistics in distributed latency environments.,Mathematics,Statistics,Evaluate,Midterm,19,2.0,40.5,Hard
QID_16561,Evaluate the limitations of Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Midterm,6,1.7,33.0,Hard
QID_11143,Outline Optics for a specific case.,Physics,Optics,Apply,Midterm,24,2.8,56.9,Medium
QID_18857,Critically analyze Data Structures in distributed latency environments.,Computer Science,Data Structures,Evaluate,Final,20,1.7,34.6,Hard
QID_17484,Explain how Probability in a standard system.,Mathematics,Probability,Apply,Midterm,14,2.8,55.9,Medium
QID_20293,Define Optics briefly.,Physics,Optics,Remember,Quiz,19,4.2,84.1,Easy
QID_11832,What is Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Midterm,28,4.0,80.4,Easy
QID_17772,Name Data Structures briefly.,Computer Science,Data Structures,Remember,Midterm,18,4.8,95.7,Easy
QID_19214,State Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Midterm,6,4.4,88.0,Easy
QID_13686,Define AI in simple terms.,Computer Science,AI,Remember,Midterm,15,4.7,94.3,Easy
QID_19329,List Mechanics as defined in the textbook.,Physics,Mechanics,Remember,Final,28,5.0,100.0,Easy
QID_20078,Critically analyze Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Final,12,2.2,43.6,Hard
QID_14537,Illustrate Database diagrammatically.,Computer Science,Database,Apply,Quiz,13,3.8,76.8,Easy
QID_16259,Derive the formula for Database with mathematical proofs.,Computer Science,Database,Evaluate,Quiz,18,2.6,51.0,Medium
QID_20802,Define Geometry,Mathematics,Geometry,Remember,Midterm,23,3.8,75.1,Easy
QID_10834,Derive the formula for Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Quiz,24,1.3,26.9,Hard
QID_12486,Outline Networking in a standard system.,Computer Science,Networking,Apply,Quiz,22,3.2,63.5,Medium
QID_19197,Hypothesize Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Quiz,7,1.8,35.2,Hard
QID_21265,Explain how Statistics for a specific case.,Mathematics,Statistics,Apply,Quiz,28,2.9,58.6,Medium
QID_16902,Identify Calculus,Mathematics,Calculus,Remember,Quiz,6,4.1,82.9,Easy
QID_15733,Hypothesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Final,5,1.2,23.1,Hard
QID_20836,Evaluate the limitations of Linear Algebra under extreme constraints.,Mathematics,Linear Algebra,Evaluate,Final,22,1.9,38.4,Hard
QID_17111,Derive the formula for Database considering edge cases.,Computer Science,Database,Evaluate,Midterm,14,2.6,52.0,Medium
QID_10065,Outline Statistics using an example.,Mathematics,Statistics,Apply,Final,20,2.8,55.7,Medium
QID_15426,Identify Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Quiz,16,4.4,87.6,Easy
QID_15070,Hypothesize Quantum Physics under extreme constraints.,Physics,Quantum Physics,Evaluate,Final,16,2.9,57.1,Medium
QID_18359,State Networking,Computer Science,Networking,Remember,Final,26,4.6,92.0,Easy
QID_12024,Compare Statistics diagrammatically.,Mathematics,Statistics,Apply,Quiz,14,3.4,68.1,Medium
QID_21055,Evaluate the limitations of Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Midterm,14,2.2,44.9,Hard
QID_10354,Evaluate the limitations of Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Final,23,2.1,42.1,Hard
QID_16167,Hypothesize Optics considering edge cases.,Physics,Optics,Evaluate,Quiz,16,2.2,44.8,Hard
QID_14762,Hypothesize Networking with mathematical proofs.,Computer Science,Networking,Evaluate,Final,18,2.9,57.5,Medium
QID_19844,Critically analyze Mechanics considering edge cases.,Physics,Mechanics,Evaluate,Final,9,1.2,24.7,Hard
QID_19964,Define Calculus in simple terms.,Mathematics,Calculus,Remember,Quiz,17,4.8,96.9,Easy
QID_16248,,Physics,Thermodynamics,Remember,Quiz,30,4.1,82.9,Easy
QID_16554,List Geometry in simple terms.,Mathematics,Geometry,Remember,Final,17,4.6,92.6,Easy
QID_17348,Compare Data Structures for a specific case.,Computer Science,Data Structures,Apply,Midterm,25,3.2,64.7,Medium
QID_14568,Derive the formula for AI considering edge cases.,Computer Science,AI,Evaluate,Quiz,29,2.4,48.7,Medium
QID_13127,What is Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Quiz,16,4.3,86.6,Easy
QID_14898,Explain how Relativity in a standard system.,Physics,Relativity,Apply,Final,13,3.2,63.4,Medium
QID_10309,Critically analyze Quantum Physics under extreme constraints.,Physics,Quantum Physics,Evaluate,Final,11,2.1,41.4,Hard
QID_21547,Describe Relativity for a specific case.,Physics,Relativity,Apply,Quiz,21,2.9,57.6,Medium
QID_16044,Compare Algorithms using an example.,Computer Science,Algorithms,Apply,Quiz,18,2.5,49.7,Medium
QID_15960,Outline Relativity diagrammatically.,Physics,Relativity,Apply,Quiz,19,3.7,73.5,Medium
QID_14354,State Optics in simple terms.,Physics,Optics,Remember,Quiz,30,3.9,78.0,Easy
QID_17853,Synthesize AI with mathematical proofs.,Computer Science,AI,Evaluate,Midterm,18,2.1,41.9,Hard
QID_15538,Illustrate AI in a standard system.,Computer Science,AI,Apply,Midterm,23,3.1,61.2,Medium
QID_17767,Compare Calculus diagrammatically.,Mathematics,Calculus,Apply,Midterm,27,3.0,60.9,Medium
QID_21420,Evaluate the limitations of Algorithms under extreme constraints.,Computer Science,Algorithms,Evaluate,Final,13,2.3,45.6,Medium
QID_12583,Critically analyze Algorithms with mathematical proofs.,Computer Science,Algorithms,Evaluate,Final,12,1.7,33.3,Hard
QID_15595,State Geometry in simple terms.,Mathematics,Geometry,Remember,Final,30,4.3,86.9,Easy
QID_12770,Illustrate Calculus using an example.,Mathematics,Calculus,Apply,Final,29,3.0,60.5,Medium
QID_14812,Illustrate Algorithms using an example.,Computer Science,Algorithms,Apply,Quiz,14,3.4,68.2,Medium
QID_18868,List Linear Algebra,Mathematics,Linear Algebra,Remember,Final,24,3.7,74.6,Medium
QID_18376,What is Thermodynamics,Physics,Thermodynamics,Remember,Final,22,4.5,89.9,Easy
QID_15972,Explain how Geometry diagrammatically.,Mathematics,Geometry,Apply,Quiz,28,3.1,61.3,Medium
QID_13209,Outline Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Final,13,3.1,61.4,Medium
QID_20157,Derive the formula for Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Quiz,16,0.7,13.6,Hard
QID_13905,Critically analyze Calculus with mathematical proofs.,Mathematics,Calculus,Evaluate,Midterm,30,3.3,66.5,Medium
QID_20408,Define Database in simple terms.,Computer Science,Database,Remember,Quiz,12,4.6,91.7,Easy
QID_21828,Describe Database in a standard system.,Computer Science,Database,Apply,Final,6,3.4,68.4,Medium
QID_16429,List Calculus,Mathematics,Calculus,Remember,Final,6,4.5,90.8,Easy
QID_16505,Synthesize Database with mathematical proofs.,Computer Science,Database,Evaluate,Final,8,1.7,33.9,Hard
QID_12379,Hypothesize Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Quiz,23,1.3,25.1,Hard
QID_18576,List Probability as defined in the textbook.,Mathematics,Probability,Remember,Midterm,22,4.6,92.0,Easy
QID_16550,Critically analyze Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Quiz,26,2.4,47.0,Medium
QID_14169,Hypothesize Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Midterm,23,1.2,24.2,Hard
QID_21711,Calculate AI diagrammatically.,Computer Science,AI,Apply,Final,8,3.0,60.5,Medium
QID_13428,List Algorithms,Computer Science,Algorithms,Remember,Midterm,18,4.3,85.7,Easy
QID_14421,Synthesize Mechanics considering edge cases.,Physics,Mechanics,Evaluate,Final,23,2.0,39.5,Hard
QID_11101,Illustrate Optics diagrammatically.,Physics,Optics,Apply,Midterm,27,2.3,46.1,Medium
QID_16334,Illustrate Data Structures using an example.,Computer Science,Data Structures,Apply,Midterm,18,2.9,58.5,Medium
QID_15328,Compare Calculus diagrammatically.,Mathematics,Calculus,Apply,Final,5,3.3,65.3,Medium
QID_21727,Outline Relativity diagrammatically.,Physics,Relativity,Apply,Final,17,3.4,67.3,Medium
QID_13250,Critically analyze Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Quiz,6,2.2,44.2,Hard
QID_14409,State Probability in simple terms.,Mathematics,Probability,Remember,Final,24,4.3,86.6,Easy
QID_14140,Compare Database in a standard system.,Computer Science,Database,Apply,Quiz,14,3.5,70.8,Medium
QID_13557,Derive the formula for Data Structures with mathematical proofs.,Computer Science,Data Structures,Evaluate,Midterm,5,1.5,29.8,Hard
QID_18309,List Statistics briefly.,Mathematics,Statistics,Remember,Quiz,17,4.4,88.9,Easy
QID_10118,Explain how Statistics diagrammatically.,Mathematics,Statistics,Apply,Quiz,5,2.4,48.0,Medium
QID_12022,Compare Optics in a standard system.,Physics,Optics,Apply,Midterm,30,3.1,63.0,Medium
QID_14598,Illustrate Calculus diagrammatically.,Mathematics,Calculus,Apply,Final,11,2.6,51.1,Medium
QID_19354,Evaluate the limitations of Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Quiz,29,1.6,31.1,Hard
QID_20662,Name Statistics,Mathematics,Statistics,Remember,Final,12,3.9,78.4,Easy
QID_20763,Calculate Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Final,15,2.8,56.2,Medium
QID_18962,Identify Statistics in simple terms.,Mathematics,Statistics,Remember,Final,28,4.3,87.0,Easy
QID_15667,Synthesize Calculus with mathematical proofs.,Mathematics,Calculus,Evaluate,Quiz,28,1.7,34.1,Hard
QID_14681,Name Probability,Mathematics,Probability,Remember,Quiz,11,4.6,91.2,Easy
QID_18327,Name Probability as defined in the textbook.,Mathematics,Probability,Remember,Quiz,13,3.8,76.8,Easy
QID_17669,Evaluate the limitations of Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Final,30,2.1,43.0,Hard
QID_14273,Critically analyze Optics considering edge cases.,Physics,Optics,Evaluate,Quiz,16,2.0,39.9,Hard
QID_21955,Hypothesize Relativity considering edge cases.,Physics,Relativity,Evaluate,Final,20,1.4,28.9,Hard
QID_10087,Describe Linear Algebra in a standard system.,Mathematics,Linear Algebra,Apply,Final,27,2.7,54.6,Medium
QID_20336,Define Thermodynamics,Physics,Thermodynamics,Remember,Midterm,17,4.0,79.3,Easy
QID_13382,Outline Calculus using an example.,Mathematics,Calculus,Apply,Final,18,2.7,53.4,Medium
QID_17566,Derive the formula for Database considering edge cases.,Computer Science,Database,Evaluate,Final,30,2.5,49.5,Medium
QID_10403,Hypothesize Networking under extreme constraints.,Computer Science,Networking,Evaluate,Midterm,10,2.1,41.9,Hard
QID_21978,Critically analyze Database under extreme constraints.,Computer Science,Database,Evaluate,Final,26,1.0,19.5,Hard
QID_13350,Explain how Algorithms for a specific case.,Computer Science,Algorithms,Apply,Final,19,3.2,64.6,Medium
QID_20237,Define Statistics briefly.,Mathematics,Statistics,Remember,Final,9,4.3,85.3,Easy
QID_15123,Calculate Calculus in a standard system.,Mathematics,Calculus,Apply,Final,24,2.9,57.9,Medium
QID_18681,Define Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Final,11,4.8,95.5,Easy
QID_12241,Critically analyze Data Structures in distributed latency environments.,Computer Science,Data Structures,Evaluate,Midterm,13,2.0,39.6,Hard
QID_18778,What is Calculus in simple terms.,Mathematics,Calculus,Remember,Quiz,10,4.3,85.8,Easy
QID_17949,What is Optics as defined in the textbook.,Physics,Optics,Remember,Final,30,4.3,86.3,Easy
QID_11027,What is Networking briefly.,Computer Science,Networking,Remember,Midterm,29,4.3,86.0,Easy
QID_21933,Compare Database in a standard system.,Computer Science,Database,Apply,Final,12,3.0,59.8,Medium
QID_16200,Evaluate the limitations of Database with mathematical proofs.,Computer Science,Database,Evaluate,Midterm,11,2.3,45.4,Medium
QID_12436,Hypothesize Relativity considering edge cases.,Physics,Relativity,Evaluate,Final,7,2.0,39.5,Hard
QID_21046,Evaluate the limitations of Networking in distributed latency environments.,Computer Science,Networking,Evaluate,Midterm,25,1.4,27.3,Hard
QID_18310,Identify AI,Computer Science,AI,Remember,Midterm,18,4.3,85.3,Easy
QID_11278,Compare AI in a standard system.,Computer Science,AI,Apply,Midterm,27,3.6,72.0,Medium
QID_17464,Compare Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Midterm,24,3.0,60.3,Medium
QID_17704,Derive the formula for Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Quiz,25,1.0,20.9,Hard
QID_11425,Compare Probability using an example.,Mathematics,Probability,Apply,Final,15,2.5,49.8,Medium
QID_19071,Identify Networking briefly.,Computer Science,Networking,Remember,Quiz,19,4.5,90.9,Easy
QID_11502,Derive the formula for AI in distributed latency environments.,Computer Science,AI,Evaluate,Final,5,1.7,34.8,Hard
QID_21977,Hypothesize Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Quiz,7,1.4,28.0,Hard
QID_20531,State Mechanics briefly.,Physics,Mechanics,Remember,Final,16,4.7,94.9,Easy
QID_20075,Name Thermodynamics as defined in the textbook.,Physics,Thermodynamics,Remember,Final,24,3.9,78.5,Easy
QID_20550,Define Quantum Physics as defined in the textbook.,Physics,Quantum Physics,Remember,Final,9,4.3,86.6,Easy
QID_10678,Illustrate Probability for a specific case.,Mathematics,Probability,Apply,Final,6,3.0,59.9,Medium
QID_21621,Describe Networking diagrammatically.,Computer Science,Networking,Apply,Final,28,2.6,51.1,Medium
QID_18828,What is Relativity briefly.,Physics,Relativity,Remember,Midterm,30,4.6,92.0,Easy
QID_17127,Explain how Optics using an example.,Physics,Optics,Apply,Final,5,2.4,47.5,Medium
QID_15969,Critically analyze Database with mathematical proofs.,Computer Science,Database,Evaluate,Final,29,1.1,22.1,Hard
QID_11070,Synthesize Thermodynamics in distributed latency environments.,Physics,Thermodynamics,Evaluate,Midterm,29,1.0,19.2,Hard
QID_15349,Identify Optics briefly.,Physics,Optics,Remember,Midterm,6,4.5,90.6,Easy
QID_12480,Evaluate the limitations of Quantum Physics considering edge cases.,Physics,Quantum Physics,Evaluate,Quiz,10,2.8,56.3,Medium
QID_20217,Identify Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Quiz,7,4.7,94.7,Easy
QID_13392,Compare Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Quiz,28,3.3,66.5,Medium
QID_11099,Evaluate the limitations of Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Quiz,24,2.0,39.3,Hard
QID_21697,Illustrate Statistics diagrammatically.,Mathematics,Statistics,Apply,Final,15,2.9,58.7,Medium
QID_17912,Identify Probability,Mathematics,Probability,Remember,Midterm,10,4.2,84.3,Easy
QID_10418,Illustrate Calculus for a specific case.,Mathematics,Calculus,Apply,Final,28,2.8,55.5,Medium
QID_17356,Name Database in simple terms.,Computer Science,Database,Remember,Quiz,15,3.9,79.0,Easy
QID_15322,,Physics,Relativity,Apply,Final,29,3.2,63.1,Medium
QID_11947,Define Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Midterm,23,4.7,93.1,Easy
QID_13336,Critically analyze Relativity considering edge cases.,Physics,Relativity,Evaluate,Final,13,2.3,46.6,Medium
QID_12299,Name Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Midterm,9,4.4,88.8,Easy
QID_16888,State Mechanics briefly.,Physics,Mechanics,Remember,Final,10,4.3,85.0,Easy
QID_19293,Describe Networking for a specific case.,Computer Science,Networking,Apply,Final,28,2.9,58.6,Medium
QID_11483,Derive the formula for Probability considering edge cases.,Mathematics,Probability,Evaluate,Quiz,5,1.7,34.0,Hard
QID_10208,Compare Relativity using an example.,Physics,Relativity,Apply,Final,16,3.2,63.4,Medium
QID_17627,What is Optics briefly.,Physics,Optics,Remember,Quiz,25,4.5,89.2,Easy
QID_17975,What is Data Structures briefly.,Computer Science,Data Structures,Remember,Final,11,3.8,76.4,Easy
QID_15562,Name Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Quiz,9,4.1,82.2,Easy
QID_21947,Compare AI using an example.,Computer Science,AI,Apply,Midterm,20,3.8,76.7,Easy
QID_10528,Name Database,Computer Science,Database,Remember,Midterm,29,4.1,82.1,Easy
QID_10779,Outline Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Quiz,18,2.9,57.7,Medium
QID_10722,Hypothesize Database in distributed latency environments.,Computer Science,Database,Evaluate,Final,8,2.1,41.4,Hard
QID_19307,Explain how Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Quiz,21,2.5,50.2,Medium
QID_11860,Outline AI diagrammatically.,Computer Science,AI,Apply,Quiz,9,4.2,83.2,Easy
QID_20424,Outline Relativity using an example.,Physics,Relativity,Apply,Midterm,15,2.3,45.2,Medium
QID_21757,Define Statistics in simple terms.,Mathematics,Statistics,Remember,Quiz,13,4.7,94.9,Easy
QID_20411,Derive the formula for Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Quiz,17,2.1,42.4,Hard
QID_21143,Define Quantum Physics,Physics,Quantum Physics,Remember,Quiz,9,4.1,82.1,Easy
QID_11992,What is Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Quiz,5,4.4,87.6,Easy
QID_12332,Critically analyze Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Final,22,1.6,31.5,Hard
QID_17802,Hypothesize Data Structures with mathematical proofs.,Computer Science,Data Structures,Evaluate,Quiz,15,1.1,21.2,Hard
QID_18079,Define Database briefly.,Computer Science,Database,Remember,Quiz,27,4.2,83.5,Easy
QID_15937,Define Relativity briefly.,Physics,Relativity,Remember,Midterm,15,4.3,86.2,Easy
